"39850952";"0001";"30";"1";"";"02";"20201119";"00";"";"";"20201119";"4789002";"1340599";"10A RUA";"RUA DAS MARGARIDAS";"174";"";"VILA DA MATA";"29375000";"ES";"5729";"28";"99518486";"";"";"";"";"";"";""
"39850965";"0001";"09";"1";"";"08";"20230320";"01";"";"";"20201119";"8599699";"5811500,8593700";"RUA";"PADRE ROMA";"688";"APT 1601";"PARNAMIRIM";"52060060";"PE";"2531";"81";"32417131";"";"";"";"";"ISADORAROCHAVB@GMAIL.COM";"";""
"39850976";"0001";"99";"1";"";"02";"20201119";"00";"";"";"20201119";"4712100";"4724500";"TRAVESSA";"SEBASTIAO SANTIAGO LIMA";"259";"";"VILA GONCALVES";"62900000";"CE";"1537";"88";"96348213";"";"";"";"";"FRANCISCOCAMILO3@BOL.COM.BR";"";""
"39850988";"0001";"13";"1";"";"02";"20201119";"00";"";"";"20201119";"1412603";"4781400,4789099,1413403,4772500,4782201";"10A RUA";"RUA CORONEL JOAO RODRIGUES DOS SANTOS";"228";"";"CENTRO";"12960000";"SP";"6749";"11";"45971899";"";"";"";"";"EDUARDOMOLICA@YAHOO.COM.BR";"";""
"39851003";"0001";"74";"1";"";"02";"20201119";"00";"";"";"20201119";"6462000";"";"RUA";"ALBERTO ALVIZE CALDART";"134";"LETRA D";"CRISTO REI";"89810132";"SC";"8081";"49";"84286306";"";"";"";"";"THAISCUNHA0306@GMAIL.COM";"";""
"39851011";"0001";"10";"1";"DREXEL";"02";"20201119";"00";"WILMINGTON";"249";"20201119";"6462000";"";"";"2701 CENTERVILLE RD.";"S/N";"NEW CASTLE COUNTY 19808";"WILMINGTON";"";"EX";"9707";"";"";"";"";"";"";"EDUSGUEDES@UOL.COM.BR";"";""
"39851022";"0001";"09";"1";"";"04";"20231103";"63";"";"";"20201119";"4930201";"5229099";"RUA";"SOLDADO PRIM RODRIGUES CANES";"212";"";"JARDIM DO PAPAI";"07073260";"SP";"6477";"11";"45743014";"";"";"";"";"EVARISTOPAULO6@GMAIL.COM";"";""
"39851034";"0001";"25";"1";"";"04";"20231114";"63";"";"";"20201119";"7319002";"";"RUA";"BARBOSA LIMA";"223";"APT 101";"CENTRO";"37200090";"MG";"4763";"35";"99417128";"";"";"";"";"PRAALINEBORGES@GMAIL.COM";"";""
"39851045";"0001";"05";"1";"BMP";"02";"20201119";"00";"";"";"20201119";"7319003";"7311400,8299799";"RUA";"NICOLA ROLLO";"151";"APT   262";"VILA ANDRADE";"05726140";"SP";"7107";"11";"34588065";"";"";"";"";"AKEMI@HUBSFINANCE.COM.BR";"";""
"39851054";"0001";"04";"1";"";"08";"20240918";"01";"";"";"20201119";"8230001";"7990200";"RUA";"SANTA EFIGENIA";"366";"";"NOSSA SENHORA DE FATIMA";"39274114";"MG";"5023";"38";"99979251";"";"";"";"";"RENATAVITTA@GMAIL.COM";"";""
"39816097";"0001";"40";"1";"COMERCIO DE MAQ E EQUIPAMENTOS PARA AGRICULTURA";"08";"20210506";"01";"";"";"20201117";"4744001";"4789002,4742300,4789099,4744003,7319002,3314706,4729699,3314702,3314711,3314710,3321000,4789005";"RUA";"EURICO GASPAR DUTRA";"400";"";"JOAO XXIII";"48900340";"BA";"3669";"62";"85969006";"";"";"";"";"ALEXANNDRE76@GMAIL.COM";"";""
"39851079";"0001";"08";"1";"C M NUTRICAO";"02";"20201119";"00";"";"";"20201119";"8650002";"";"RUA";"DA CONCEICAO";"141";"      608";"CENTRO";"24020085";"RJ";"5865";"21";"75953280";"";"";"";"";"C.MACIEIRANUTRI@GMAIL.COM";"";""
"39851089";"0001";"35";"1";"";"04";"20231106";"63";"";"";"20201119";"1539400";"";"RUA";"ITUMIRIM";"1448";"";"CONCESSO ELIAS";"35525114";"MG";"4903";"37";"99775636";"";"";"";"";"PAULOROBERTO9524@GMAIL.COM";"";""
"39851102";"0001";"56";"1";"";"02";"20201119";"00";"";"";"20201119";"3299099";"1822901";"RUA";"JOAO LEOPOLDO";"178";"CASA 03";"COMENDADOR SOARES";"26280370";"RJ";"5869";"21";"30916056";"";"";"";"";"VIVIANESANTOS1983@YAHOO.COM.BR";"";""
"39851112";"0001";"91";"1";"BS TRANSPORTES";"02";"20201119";"00";"";"";"20201119";"4930201";"4930202,5212500,5229099";"RODOVIA";"TF10";"S/N";"";"BOA VISTA";"95840000";"RS";"8943";"51";"96671779";"";"";"";"";"RODOLFOEDIPEREIRA@GMAIL.COM";"";""
"39851122";"0001";"27";"1";"DELFINO DESIGN";"02";"20201119";"00";"";"";"20201119";"3103900";"3101200,3329501,4330402,7119703";"AVENIDA";"ANTONIO MAURICIO";"5657";"";"GRAMA";"26650000";"RJ";"5835";"21";"25335710";"21";"25336548";"";"";"INGRID@JECINEASSESSORIA.COM.BR";"";""
"39851131";"0001";"18";"1";"";"02";"20200427";"00";"BUENOS AIRES";"063";"20200427";"2121101";"8299799,7210000,7120100";"";"PALPA";"2862";"";"COLEGIALES";"";"EX";"9707";"";"";"";"";"";"";"MILTON@CRISTALIA.COM.BR";"";""
"39851141";"0001";"53";"1";"MAIA VENDINHAS";"08";"20210309";"01";"";"";"20201119";"4754701";"4772500";"AVENIDA";"DO TABOAO";"3207";"APT 1107 - BLC 1";"TABOAO";"09656000";"SP";"7075";"11";"95227550";"";"";"";"";"DANILO.PROFISSIONAL@OUTLOOK.COM";"";""
"39851154";"0001";"22";"1";"";"02";"20201119";"00";"";"";"20201119";"4930204";"4930201";"RUA";"SINAGOGA";"39";"";"BAIRRO SINAGOGA (TAMOIOS)";"28928778";"RJ";"5813";"22";"98083745";"";"";"";"";"COSMECORREA66@GMAIL.COM";"";""
"39851165";"0001";"02";"1";"";"04";"20231121";"63";"";"";"20201119";"5620104";"";"RUA";"ALDACI FIUZA DE CARVALHO";"52";"";"PARQUE PERON";"13185570";"SP";"2951";"19";"87068444";"";"";"";"";"";"";""
"39851176";"0001";"92";"1";"BOSS EDUCATION SERVICES";"08";"20230306";"01";"";"";"20201119";"8599699";"8599605,8599604,8599603";"RUA";"ANTONIO JULIO DA COSTA GUIMARAES";"265";"";"VILA ALEXANDRINA";"12211270";"SP";"7099";"12";"97337760";"";"";"";"";"FLAIMON.STEFANI@GMAIL.COM";"";""
"39851188";"0001";"17";"1";"SITIO BOM JESUS";"08";"20220912";"01";"";"";"20201119";"4724500";"";"ESTRADA";"ASSENTAMENTO ANTONIO CONSELHEIRO";"S/N";"LOTE 36";"ZONA RURAL";"78300000";"MT";"9185";"65";"99498715";"";"";"";"";"MUSSULICONTABILIDADE@GMAIL.COM";"";""
"39851199";"0001";"05";"1";"";"08";"20231211";"01";"";"";"20201119";"9521500";"9602502";"RUA";"PORCINA MARIA DA CONCEICAO";"68 A";"";"SERROTAO";"58434045";"PB";"1981";"83";"88218940";"";"";"";"";"LAERCIODIAS10@HOTMAIL.COM.BR";"";""
"39851210";"0001";"29";"1";"ALINE MOTA PEDIATRIA E PUERICULTURA";"02";"20201119";"00";"";"";"20201119";"8630501";"8610101,8610102,8630502,8630503";"RUA";"IBI";"00083";"      APT 201 FDS";"HIGIENOPOLIS";"21050680";"RJ";"6001";"41";"96869828";"";"";"";"";"MEUCNPJ@CONTABILIZEI.COM.BR";"";""
"39851222";"0001";"53";"1";"";"02";"20201119";"00";"";"";"20201119";"8599605";"";"RUA";"RAULINO GALDINO DA SILVA";"114";"";"JARDIM MARISTELA";"02807000";"SP";"7107";"11";"96227120";"";"";"";"";"DIEGOVVILLAR@HOTMAIL.COM";"";""
"39851234";"0001";"88";"1";"SO GRAO";"08";"20201125";"01";"";"";"20201119";"4789004";"";"RUA";"RUA 4";"61";"";"DISTRITO INDUSTRIAL";"17830000";"SP";"6421";"18";"97850158";"";"";"";"";"GABRIELLEONI1213@GMAIL.COM";"";""
"39851247";"0001";"57";"1";"";"04";"20231122";"63";"";"";"20201119";"1622699";"";"RUA";"JUQUIA";"687";"APT 72";"VILA ELDIZIA";"09181720";"SP";"7057";"11";"99457324";"";"";"";"";"MCMARCELOBEZERRA@GMAIL.COM";"";""
"39851257";"0001";"92";"1";"";"02";"20201119";"00";"";"";"20201119";"4761002";"";"RUA";"SIQUEIRA CAMPOS";"1545";"";"VILA ROBERTO";"19013030";"SP";"6929";"18";"97743885";"";"";"";"";"EDNA.ADSO@GMAIL.COM";"";""
"39851268";"0001";"72";"1";"N.B.C.S SERVICOS";"08";"20210421";"01";"";"";"20201119";"8599604";"4781400,8599699,5229099";"RUA";"ALTAIR";"144";"";"INAMAR";"09970270";"SP";"6377";"11";"40492649";"";"";"";"";"BOMBEIROGARCIA1989@GMAIL.COM";"";""
"32146833";"0001";"51";"1";"ELETRO LOPES";"02";"20181130";"00";"";"";"20181130";"4321500";"4742300";"RUA";"ADOLFO PAULINO DE MATOS";"1263";"FUNDOS";"CENTRO";"79130000";"MS";"9143";"67";"34526050";"";"";"";"";"ebm_contabil@hotmail.com";"";""
"39851291";"0001";"67";"1";"MULTI MIX";"02";"20201119";"00";"";"";"20201119";"4617600";"";"RUA";"LUIZ SIBEMBERG";"130";"";"MARIO QUINTANA";"91260570";"RS";"8801";"51";"92620136";"";"";"";"";"LERNER.MARCOS@YAHOO.COM.BR";"";""
"39851301";"0001";"64";"1";"VITRINE EDITORIAL";"02";"20201119";"00";"";"";"20201119";"5811500";"1822999,5812301,5812302,5813100,5819100,5829800";"RUA";"ENGENHEIRO OLAVO NUNES";"47";"";"BELA VISTA";"90440170";"RS";"8801";"51";"93886132";"";"";"";"";"NILO.WACHHOLZ@GMAIL.COM";"";""
"39851313";"0001";"99";"1";"";"04";"20240902";"63";"";"";"20201119";"5620101";"5611201,5611204,5611203";"AVENIDA";"BRASIL";"1368";"CASA 07";"ROCHDALE";"06220050";"SP";"6789";"11";"36596396";"";"";"";"";"NESTOR@ANCONTABIL.COM.BR";"";""
"30266853";"0001";"30";"1";"";"02";"20180421";"00";"";"";"20180421";"4781400";"1096100,7319002";"RUA";"DIRCEU PINTO";"70";"";"CONTA DINHEIRO";"88520060";"SC";"8183";"49";"98104492";"";"";"";"";"FAMILIAJCK@HOTMAIL.COM";"";""
"39851336";"0001";"01";"1";"";"02";"20201119";"00";"";"";"20201119";"4729699";"4721103,4721104,4755502";"RUA";"TENENTE FRANCA";"175";"LOJA F;ANEXO RUA RUA CIRNE MAIA , 78";"CACHAMBI";"20771445";"RJ";"6001";"21";"92984497";"";"";"";"";"EMPORIORN21@GMAIL.COM";"";""
"39851348";"0001";"28";"1";"";"04";"20231109";"63";"";"";"20201119";"4723700";"";"RUA";"DEPUTADO ICOARACI NUNES";"2842";"CASA A";"APARECIDA";"68040100";"PA";"0535";"93";"84031247";"";"";"";"";"RAISSALORENA2494@GMAIL.COM";"";""
"39851359";"0001";"08";"1";"";"02";"20201119";"00";"";"";"20201119";"9602501";"9602502";"AVENIDA";"MARANHAO";"94";"";"PARQUE PARAISO";"06852090";"SP";"6545";"11";"74942763";"";"";"";"";"GIFABY@GMAIL.COM";"";""
"39851370";"0001";"78";"1";"JAQUELINE BOLOS";"08";"20220906";"01";"";"";"20201119";"9602501";"";"RUA";"CAJATUBA";"22";"CONJ";"HONORIO GURGEL";"21511190";"RJ";"6001";"21";"94104583";"";"";"";"";"JAQUECK1234@GMAIL.COM";"";""
"39851383";"0001";"47";"1";"";"08";"20240503";"01";"";"";"20201119";"4520002";"";"RUA";"RUA CRISTALINA";"135";"CONJ";"VALE DO AMANHECER";"32900000";"MG";"4601";"31";"97234884";"";"";"";"";"DALTOSILVA29@GMAIL.COM";"";""
"39851394";"0001";"27";"1";"";"02";"20201119";"00";"";"";"20201119";"5320202";"4321500";"RUA";"DO PIFANO";"64";"";"JARDIM GUANABARA";"04860290";"SP";"7107";"11";"41375244";"";"";"";"";"GABRIEL.JOSEGABRIELFILHO@GMAIL.COM";"";""
"39851406";"0001";"13";"1";"";"02";"20240910";"00";"";"";"20201119";"5320202";"";"RUA";"OCASOS";"347";"BLOCO 17B;APT 14";"PARQUE PANAMERICANO";"02992070";"SP";"7107";"11";"92021169";"";"";"";"";"";"";""
"39851424";"0001";"03";"1";"TSR SOLUCOES EM T.I";"08";"20210408";"01";"";"";"20201119";"9511800";"5912099,6190699,9512600,7420001";"TRAVESSA";"CRUZ DAS ALMAS";"4";"";"VILA CRUZ DAS ALMAS";"02805010";"SP";"7107";"11";"39242954";"";"";"";"";"";"";""
"39851435";"0001";"85";"1";"ELLEN DOS SANTOS RODRIGUES";"08";"20220511";"01";"";"";"20201119";"8219999";"";"RUA";"CONSELHEIRO RAMALHO";"52";"APT 71";"BELA VISTA";"01325000";"SP";"7107";"21";"27098443";"";"";"";"";"ELLENSANTOSRODRIGUES@GMAIL.COM";"";""
"39851446";"0001";"65";"1";"";"04";"20231030";"63";"";"";"20201119";"5320202";"";"RUA";"I LOT 357 (RES MACEIO I)";"1584B";"BLOCO 792;QUADRA N";"CIDADE UNIVERSITARIA";"57072170";"AL";"2785";"82";"91731805";"";"";"";"";"";"";""
"39851460";"0001";"69";"1";"";"04";"20240902";"63";"";"";"20201119";"5620104";"";"RUA";"SODALITA (JD IPANEMA)";"29";"";"DOS CASA";"09841480";"SP";"7075";"11";"98036657";"";"";"";"";"EDILEIAJS@HOTMAIL.COM";"";""
"39851471";"0001";"49";"1";"";"04";"20231109";"63";"";"";"20201119";"5620104";"1096100,5620101,1094500";"RUA";"PTOLOMEU";"980";"CONJ";"GLAUCIA";"26195195";"RJ";"2909";"21";"89460988";"";"";"";"";"ANDREIAVIEIRALS71@GMAIL.COM";"";""
"39851483";"0001";"73";"1";"SABRINA ANGEL";"08";"20201125";"01";"";"";"20201119";"5611205";"4723700,5611204";"ESTRADA";"DA CAPUTERA";"44";"";"RESSACA";"06724800";"SP";"6361";"11";"72537415";"";"";"";"";"PINHEIROSSABRINA0904@GMAIL.COM";"";""
"39851491";"0001";"10";"1";"";"04";"20231113";"63";"";"";"20201119";"4789004";"4724500,4771704";"RUA";"ANTONIO ALCEU ZIELONCA";"26";"";"PLANTA DEODORO";"83304305";"PR";"7769";"41";"96553081";"";"";"";"";"MUCHILINCONTABILIDADE@GMAIL.COM";"";""
"39851502";"0001";"61";"1";"";"04";"20231030";"63";"";"";"20201119";"4330404";"";"CONJUNTO";"PARQUE DOS CAETES";"665A";"";"BENEDITO BENTES";"57086478";"AL";"2785";"82";"28857868";"";"";"";"";"PIERDCONTABILIDADE@GMAIL.COM";"";""
"31734252";"0001";"78";"1";"CENTRO DE CUIDADOS NOVA ESPERANCA - CCNE";"02";"20181004";"00";"";"";"20181004";"9430800";"8711502,9493600,9499500";"ESTRADA";"MUNICIPAL DO VINHO";"3053";"      S MARCOS LINHA FEIJO";"ESPLANADA";"95095101";"RS";"8599";"54";"32153740";"54";"96005400";"54";"32153740";"INSTITUTOANGLICANO.CAXIASDOSUL@GMAIL.COM";"";""
"39851523";"0001";"87";"1";"";"02";"20201119";"00";"";"";"20201119";"8219999";"1091102";"AVENIDA";"JOAO BAPTISTA SCHIAVO";"170";"";"JARDIM PLANALTO";"86084175";"PR";"7667";"43";"33377591";"";"";"";"";"ACSASSISTENTE@GMAIL.COM";"";""
"39851535";"0001";"01";"1";"";"02";"20201119";"00";"";"";"20201119";"4781400";"";"RUA";"RUA VEREADOR ALEXANDRE BARBOSA NOGUEIRA";"71";"";"PINHAL";"13315000";"SP";"6269";"11";"73684306";"";"";"";"";"ANDRESSARUIVA.P@GMAIL.COM";"";""
"39851545";"0001";"47";"1";"D C DE FARIAS MEI";"08";"20210330";"01";"";"";"20201119";"4755502";"4782201";"TRAVESSA";"GOIANEZA";"14";"CASA";"PARQUE GENIBAU";"60534115";"CE";"1389";"85";"88961565";"";"";"";"";"DANTAS2012RH@HOTMAIL.COM";"";""
"39851558";"0001";"16";"1";"";"04";"20231031";"63";"";"";"20201119";"4772500";"";"AVENIDA";"DOM ALMEIDA LUSTOSA";"2606";"";"PARQUE GUADALAJARA (JUREMA)";"61650000";"CE";"1373";"85";"99742193";"";"";"";"";"ILANPERES75@GMAIL.COM";"";""
"39851569";"0001";"04";"1";"";"04";"20231103";"63";"";"";"20201119";"5620104";"5612100";"RUA";"MANOEL MARTINS";"162";"CONJ";"PESTANA";"06122020";"SP";"6789";"11";"94180108";"";"";"";"";"JORGE.CLEMENTINO66@GMAIL.COM";"";""
"39851581";"0001";"00";"1";"";"02";"20201119";"00";"";"";"20201119";"9700500";"";"RUA";"SAO JOAQUIM";"398";"CASA 03";"SAO VICENTE";"88309000";"SC";"8161";"47";"96280781";"";"";"";"";"DUDASANTANNA06020@GMAIL.COM";"";""
"39851593";"0001";"35";"1";"CAFE & CIA";"08";"20220223";"01";"";"";"20201119";"5611203";"5620104,4723700,5620101,1092900,4721104,4729699,5611201,5611205";"RUA";"CORONEL AFONSO FERREIRA";"399";"";"VILA MUNICIPAL";"12912030";"SP";"6251";"11";"93970297";"";"";"";"";"OTAVIO.ASSISTENCIABRAGA@GMAIL.COM";"";""
"39851607";"0001";"10";"1";"";"08";"20241017";"01";"";"";"20201119";"4723700";"";"RUA";"BAURU";"SN";"QUADRA 6;LOTE 7";"JARDIM ZULEIKA";"72850660";"GO";"9445";"61";"93997203";"";"";"";"";"HOBERLACIOR@GMAIL.COM";"";""
"39851618";"0001";"09";"1";"";"04";"20231108";"63";"";"";"20201119";"4724500";"4729699";"RUA";"JARBAS DE OLIVEIRA SOARES (LOT A UMUARAMA III)";"78";"";"ALTO UMUARAMA";"38405476";"MG";"5403";"34";"32347301";"";"";"";"";"KARENFSANTOS09@GMAIL.COM";"";""
"39851629";"0001";"80";"1";"KMC";"08";"20210322";"01";"";"";"20201119";"7319002";"4729699";"RUA";"MORRO DO VALQUEIRE";"105";"";"TAQUARA";"22730130";"RJ";"6001";"21";"98997722";"";"";"";"";"KAREN.CAVALHEIROMV@GMAIL.COM";"";""
"39851642";"0001";"30";"1";"B&G BEER";"08";"20210713";"01";"";"";"20201119";"5611205";"";"RUA";"PREFEITO LUIZ ALBERTO MOREIRA COUTINHO";"02";"BOX VERMELHO";"MANGABEIRA";"58058800";"PB";"2051";"83";"91376784";"";"";"";"";"AUGUSTOSANTOSJP@HOTMAIL.COM";"";""
"39851655";"0001";"09";"1";"SAIS DE OXALA";"08";"20220915";"01";"";"";"20201119";"4729699";"";"RUA";"SANANDUVA";"112";"";"CAMPO GRANDE";"23016310";"RJ";"6001";"21";"97065724";"";"";"";"";"RODRIGOVANZAN964@GMAIL.COM";"";""
"39851666";"0001";"99";"1";"JF POLAR";"08";"20220401";"01";"";"";"20201119";"6810201";"6810202";"RUA";"DA ESTACAO";"SN";"";"CARAIVA";"45819000";"BA";"3807";"31";"88734399";"";"";"";"";"JOANARIBEIROP@HOTMAIL.COM";"";""
"39851677";"0001";"79";"1";"";"08";"20240524";"01";"";"";"20201119";"7319002";"";"RUA";"MARIO MARTINS";"52";"CASA";"POMPEIA";"30280450";"MG";"4123";"31";"99888484";"";"";"";"";"SERGIOSCOL@HOTMAIL.COM";"";""
"39851686";"0001";"60";"1";"";"02";"20201119";"00";"";"";"20201119";"4752100";"4751201,9512600,4757100";"PRACA";"DIDIMO CARNEIRO";"37";"LOJA";"CENTRO";"55750000";"PE";"2589";"81";"81797313";"";"";"";"";"EDLUIZ639@GMAIL.COM";"";""
"39851698";"0001";"94";"1";"";"04";"20231122";"63";"";"";"20201119";"4789004";"";"10A RUA";"CAPITAO ELIAS PEREIRAS";"1220";"";"CENTRO";"18430000";"SP";"6961";"15";"35531223";"";"";"";"";"NICOLASGSOARES@GMAIL.COM";"";""
"39851710";"0001";"60";"1";"";"04";"20231122";"63";"";"";"20201119";"4761003";"4781400,1749400,4772500,3299099";"RUA";"OSORIO FERREIRA GOMES";"268";"";"PARQUE VISTA ALEGRE";"18401260";"SP";"6549";"15";"91761783";"";"";"";"";"ANA.PAULA1@OUTLOOK.COM";"";""
"39851722";"0001";"95";"1";"SALAO SANTA BARBARA";"08";"20230825";"01";"";"";"20201119";"9602501";"";"ESTRADA";"DA CUMBICA";"135";"CONJ";"CIDADE IPAVA";"04947000";"SP";"7107";"11";"87677957";"";"";"";"";"SALAOSBARBARA@GMAIL.COM";"";""
"39851737";"0001";"53";"1";"ACAI+GOSTOSO";"08";"20211209";"01";"";"";"20201119";"4729699";"5611203";"RUA";"MARIO RIBEIRO BORGES";"2879";"SALA 01";"CENTRO";"87820000";"PR";"7507";"44";"97507995";"";"";"";"";"PRHENRIQUETELES@OUTLOOK.COM";"";""
"39851749";"0001";"88";"1";"TSM SOLUCOES E SERVICOS";"08";"20230207";"01";"";"";"20201119";"7319002";"5620104,4752100,8712300,9602501,5620101,5612100,4724500,5611201,9700500";"RUA";"AURELINA";"100";"CASA 1";"SANTA CRUZ";"23591100";"RJ";"6001";"21";"80740439";"";"";"";"";"SAMYRAVITORIA8593@GMAIL.COM";"";""
"39851760";"0001";"48";"1";"ACAI PREMIUM";"08";"20201123";"01";"";"";"20201119";"5611203";"";"TRAVESSA";"SERGIPE";"41";"";"NOVO PARAISO";"49082520";"SE";"3105";"79";"91106811";"";"";"";"";"ACAIPREMIUM41@HOTMAIL.COM";"";""
"39851771";"0001";"28";"1";"JESSICA JERONIMO";"08";"20220110";"01";"";"";"20201119";"7319002";"";"RUA";"LIDIA BATISTA MARQUES";"475";"";"MALVINAS";"58432677";"PB";"1981";"83";"87455399";"";"";"";"";"JESSICA.CG90@GMAIL.COM";"";""
"39851783";"0001";"52";"1";"CHA BOM PRODUTOS NATURAIS";"08";"20230829";"01";"";"";"20201119";"5320202";"4744003,4721103,4729699,4754701,4721102,4772500,1099605,5229099,4789004,4774100,4789005";"RUA";"JOSE GONZALO";"169";"CASA;CASA";"CANINDEZINHO";"60734480";"CE";"1389";"85";"87352959";"";"";"";"";"ANTONIO-CARLOS.SS@HOTMAIL.COM";"";""
"39851794";"0001";"32";"1";"BORRACHARIA E ACESSORIOS CAMARGO";"08";"20210528";"01";"";"";"20201119";"4530703";"4541206,4520006";"RODOVIA";"RAPOSO TAVARES, KM 140";"10";"";"CERRADO";"18220000";"SP";"2995";"15";"96561664";"";"";"";"";"VINICAMARGOSANTOS18@GMAIL.COM";"";""
"39851807";"0001";"73";"1";"";"08";"20241009";"01";"";"";"20201119";"5611201";"";"AVENIDA";"OLIVEIRA BOTELHO";"174";"ANDAR";"ALTO";"25961144";"RJ";"5915";"21";"36432585";"";"";"";"";"ROSANIAFERREIRA123@OUTLOOK.COM";"";""
"38118286";"0001";"87";"1";"";"08";"20230106";"01";"";"";"20200817";"6190699";"5819100,9511800,8599603";"RUA";"JOSE QUIRINO";"315";"APT 701";"SAO JOAO";"88305060";"SC";"8161";"21";"93939777";"";"";"";"";"FABRICIO.SGENTILE@GMAIL.COM";"";""
"39851831";"0001";"02";"1";"";"02";"20201119";"00";"";"";"20201119";"4330403";"4322301,4330402,4330404";"ESTRADA";"DA REMONTA";"21";"CONJ";"JOQUEI CLUBE";"36085640";"MG";"4733";"32";"84108407";"";"";"";"";"ENDERSONJF23@GMAIL.COM";"";""
"39851843";"0001";"37";"1";"EVANGELISTA TEC";"08";"20210520";"01";"";"";"20201119";"8219999";"";"RUA";"COMENDADOR GIL PINHEIRO";"574";"";"CHACARA CALIFORNIA";"03406000";"SP";"7107";"11";"33705246";"";"";"";"";"EDUARDO_EVANGELISTA10@OUTLOOK.COM";"";""
"39851856";"0001";"06";"1";"LAZULI CENTRO TERAPEUTICO";"08";"20211220";"01";"";"";"20201119";"9602502";"";"RUA";"DOUTOR ROMARIO MARTINS";"930";"SALA 4";"CENTRO";"84165010";"PR";"7495";"42";"99190837";"";"";"";"";"CACA_TOMAZELI@HOTMAIL.COM";"";""
"39851867";"0001";"96";"1";"LIRA";"08";"20220206";"01";"";"";"20201119";"3299006";"4789003,4789099,4713002,4755503";"RUA";"GABRIELE D'ANNUNZIO";"296";"APT 102";"CAMPO BELO";"04619000";"SP";"7107";"11";"99901108";"";"";"";"";"MARINAFONTELES@HOTMAIL.COM";"";""
"39851880";"0001";"45";"1";"";"04";"20231113";"63";"";"";"20201119";"5320202";"";"RUA";"CONSELHEIRO OTAVIANO";"20";"";"VILA ISABEL";"20551210";"RJ";"6001";"21";"73187538";"";"";"";"";"";"";""
"39851892";"0001";"70";"1";"";"02";"20201119";"00";"";"";"20201119";"5611203";"";"RUA";"ISIS DIAS DE OLIVEIRA";"20";"";"MACAXEIRA";"52090715";"PE";"2531";"81";"87095120";"";"";"";"";"CAROLINAARTHURGUILHEME@GMAIL.COM";"";""
